AGE, EMPLOYER, EDUCATION, MARRIAGE, JOB, RACE, GENDER, COUNTRY, SALARY
30,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  United-States, 61103
40,  Private,  Some-college,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 190504
57,  Private,  HS-grad,  Widowed,  Other-service,  White,  Female,  United-States, 67515
42,  Private,  Bachelors,  Divorced,  Adm-clerical,  White,  Female,  United-States, 87303
39,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 141494
65,  Self-emp-not-inc,  Prof-school,  Never-married,  Prof-specialty,  White,  Male,  United-States, 111996
29,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 138905
47,  Private,  7th-8th,  Married-spouse-absent,  Other-service,  White,  Female,  United-States, 174684
34,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  Nicaragua, 92320
42,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 165737
18,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 72404
35,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  Asian-Pac-Islander,  Male,  ?, 28373
35,  Private,  Masters,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 111796
48,  Private,  HS-grad,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 166289
55,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 149795
63,  Self-emp-not-inc,  7th-8th,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 80063
53,  Private,  HS-grad,  Separated,  Craft-repair,  White,  Male,  United-States, 118336
36,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 123384
29,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 188602
40,  ?,  HS-grad,  Married-civ-spouse,  ?,  White,  Female,  United-States, 137958
51,  Private,  9th,  Never-married,  Other-service,  Black,  Female,  United-States, 93327
41,  Federal-gov,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 141921
39,  Private,  Some-college,  Married-civ-spouse,  Other-service,  White,  Female,  United-States, 169069
20,  Private,  10th,  Never-married,  Other-service,  White,  Male,  United-States, 160138
20,  ?,  Some-college,  Never-married,  ?,  White,  Male,  United-States, 103717
19,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 55346
35,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 107840
55,  State-gov,  Assoc-acdm,  Divorced,  Adm-clerical,  Asian-Pac-Islander,  Male,  United-States, 33785
23,  Private,  HS-grad,  Never-married,  Craft-repair,  White,  Male,  Outlying-US(Guam-USVI-etc), 157012
21,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  White,  Female,  United-States, 130271
62,  Self-emp-not-inc,  Prof-school,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 17689
32,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 69098
68,  Self-emp-inc,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 156393
28,  Local-gov,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 90971
58,  Private,  HS-grad,  Divorced,  Adm-clerical,  Black,  Female,  United-States, 20599
33,  Private,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 32809
24,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  Hungary, 63829
28,  Private,  Some-college,  Married-civ-spouse,  Transport-moving,  White,  Male,  El-Salvador, 149051
65,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  White,  Male,  United-States, 162515
29,  Federal-gov,  Some-college,  Never-married,  Armed-Forces,  Black,  Male,  United-States, 70689
33,  ?,  HS-grad,  Separated,  ?,  White,  Female,  United-States, 85370
46,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 126680
38,  Private,  12th,  Married-civ-spouse,  Other-service,  White,  Male,  United-States, 67910
34,  Private,  Some-college,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 129033
22,  Private,  Some-college,  Never-married,  Adm-clerical,  Black,  Male,  United-States, 132455
23,  Private,  Assoc-voc,  Never-married,  Adm-clerical,  White,  Female,  United-States, 198407
55,  Private,  Masters,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 197011
18,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 193358
35,  Private,  HS-grad,  Divorced,  Other-service,  White,  Female,  United-States, 180419
34,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  Jamaica, 147146
67,  Self-emp-not-inc,  1st-4th,  Widowed,  Other-service,  Black,  Female,  United-States, 70794
34,  Private,  Some-college,  Divorced,  Adm-clerical,  White,  Female,  United-States, 70548
54,  Local-gov,  Some-college,  Never-married,  Prof-specialty,  White,  Female,  Mexico, 134269
57,  Private,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 27982
34,  Private,  Some-college,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 171747
22,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  Black,  Male,  United-States, 66508
49,  Self-emp-inc,  Masters,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 118205
53,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 74949
28,  Local-gov,  Bachelors,  Never-married,  Prof-specialty,  Black,  Female,  United-States, 81212
46,  Private,  Masters,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 91033
35,  Self-emp-not-inc,  11th,  Divorced,  Exec-managerial,  White,  Female,  United-States, 198993
21,  Private,  9th,  Never-married,  Other-service,  White,  Male,  Mexico, 187996
28,  Local-gov,  HS-grad,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 15664
22,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Male,  United-States, 192214
29,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 158072
40,  State-gov,  Masters,  Divorced,  Prof-specialty,  White,  Female,  United-States, 63554
31,  Private,  Some-college,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 157644
43,  Federal-gov,  Masters,  Divorced,  Protective-serv,  White,  Male,  United-States, 186363
70,  Private,  11th,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 154837
27,  Private,  Bachelors,  Married-civ-spouse,  Tech-support,  White,  Female,  United-States, 77894
22,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 180076
55,  Private,  HS-grad,  Married-civ-spouse,  Other-service,  White,  Male,  United-States, 21203
35,  Private,  Bachelors,  Married-spouse-absent,  Craft-repair,  White,  Male,  United-States, 112591
24,  Private,  Bachelors,  Never-married,  Exec-managerial,  White,  Male,  United-States, 178680
18,  Private,  12th,  Never-married,  Adm-clerical,  White,  Male,  United-States, 199110
19,  ?,  HS-grad,  Never-married,  ?,  Black,  Female,  United-States, 73100
47,  Private,  Bachelors,  Never-married,  Exec-managerial,  Black,  Female,  United-States, 134925
27,  Private,  Bachelors,  Never-married,  Exec-managerial,  White,  Male,  United-States, 82619
40,  Self-emp-not-inc,  Some-college,  Never-married,  Craft-repair,  White,  Male,  United-States, 48897
54,  Local-gov,  Masters,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 72402
32,  Private,  Some-college,  Divorced,  Prof-specialty,  White,  Male,  United-States, 190315
20,  State-gov,  Some-college,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 157127
22,  Private,  Some-college,  Never-married,  Other-service,  White,  Male,  United-States, 149551
25,  Local-gov,  Masters,  Never-married,  Prof-specialty,  White,  Male,  United-States, 176026
17,  Private,  11th,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 57165
51,  Local-gov,  Masters,  Never-married,  Prof-specialty,  White,  Male,  United-States, 90964
53,  Private,  HS-grad,  Widowed,  Machine-op-inspct,  Black,  Female,  United-States, 70958
31,  State-gov,  Bachelors,  Divorced,  Prof-specialty,  White,  Male,  United-States, 61469
30,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 113611
57,  Private,  Some-college,  Never-married,  Handlers-cleaners,  Black,  Male,  United-States, 176407
47,  Federal-gov,  Assoc-voc,  Married-civ-spouse,  Adm-clerical,  White,  Female,  United-States, 14995
48,  Federal-gov,  Some-college,  Never-married,  Adm-clerical,  White,  Male,  United-States, 36507
46,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 139387
67,  Private,  Some-college,  Widowed,  Adm-clerical,  White,  Female,  United-States, 46264
34,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  White,  Female,  United-States, 45081
24,  State-gov,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 45507
23,  Private,  Some-college,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 106169
38,  Private,  Assoc-voc,  Divorced,  Prof-specialty,  White,  Female,  United-States, 134596
29,  Federal-gov,  Bachelors,  Married-AF-spouse,  Prof-specialty,  White,  Male,  United-States, 85899
19,  Private,  Some-college,  Never-married,  Craft-repair,  White,  Male,  Mexico, 52381
24,  Private,  Masters,  Never-married,  Prof-specialty,  White,  Female,  United-States, 42462
26,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 89430
27,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 162297
38,  Local-gov,  Bachelors,  Separated,  Prof-specialty,  Black,  Male,  United-States, 71714
20,  Private,  Some-college,  Never-married,  Other-service,  White,  Female,  United-States, 76843
21,  Private,  HS-grad,  Never-married,  Transport-moving,  Black,  Male,  United-States, 103783
38,  Local-gov,  Assoc-voc,  Divorced,  Exec-managerial,  White,  Male,  United-States, 114591
37,  Private,  Bachelors,  Separated,  Other-service,  White,  Male,  England, 85594
29,  Private,  10th,  Married-civ-spouse,  Farming-fishing,  White,  Female,  United-States, 175666
44,  Private,  Bachelors,  Divorced,  Other-service,  Asian-Pac-Islander,  Male,  China, 95574
38,  Private,  HS-grad,  Never-married,  Transport-moving,  White,  Female,  United-States, 199137
34,  Private,  Doctorate,  Never-married,  Prof-specialty,  White,  Male,  Taiwan, 108772
33,  Private,  HS-grad,  Separated,  Tech-support,  White,  Male,  United-States, 23249
45,  Private,  Assoc-voc,  Married-civ-spouse,  Exec-managerial,  White,  Female,  United-States, 48792
51,  Self-emp-inc,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 122507
47,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  ?, 88198
33,  Local-gov,  Bachelors,  Never-married,  Tech-support,  Black,  Male,  United-States, 12018
42,  Federal-gov,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 83668
62,  Private,  Bachelors,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 13453
29,  Private,  HS-grad,  Never-married,  Tech-support,  Black,  Male,  United-States, 168825
29,  Private,  HS-grad,  Never-married,  Sales,  White,  Female,  United-States, 122265
41,  Local-gov,  Some-college,  Married-civ-spouse,  Transport-moving,  White,  Female,  United-States, 159396
21,  Private,  Some-college,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 123653
20,  ?,  HS-grad,  Never-married,  ?,  White,  Female,  United-States, 151564
30,  Private,  Bachelors,  Never-married,  Prof-specialty,  Black,  Male,  United-States, 91901
41,  Private,  Some-college,  Divorced,  Sales,  White,  Female,  United-States, 76864
22,  Private,  Some-college,  Separated,  Other-service,  White,  Female,  United-States, 151765
44,  Self-emp-not-inc,  HS-grad,  Divorced,  Sales,  White,  Male,  United-States, 56468
35,  State-gov,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 13781
43,  Private,  HS-grad,  Separated,  Machine-op-inspct,  White,  Female,  United-States, 130140
45,  Private,  Some-college,  Divorced,  Tech-support,  Black,  Female,  Trinadad&Tobago, 51110
19,  ?,  Some-college,  Never-married,  ?,  White,  Male,  United-States, 84357
29,  Local-gov,  HS-grad,  Married-civ-spouse,  Other-service,  White,  Female,  United-States, 61566
34,  Private,  Some-college,  Never-married,  Sales,  Black,  Male,  United-States, 183715
22,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  Black,  Male,  United-States, 103759
22,  Private,  Some-college,  Never-married,  Transport-moving,  White,  Female,  United-States, 10408
36,  Private,  HS-grad,  Separated,  Transport-moving,  White,  Male,  Mexico, 134729
62,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 13285
22,  Private,  Some-college,  Never-married,  Adm-clerical,  White,  Female,  United-States, 59094
42,  Federal-gov,  Assoc-acdm,  Divorced,  Adm-clerical,  White,  Female,  United-States, 70323
25,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Female,  Guatemala, 122649
39,  Private,  HS-grad,  Divorced,  Other-service,  Amer-Indian-Eskimo,  Female,  United-States, 151902
37,  Private,  Assoc-voc,  Married-civ-spouse,  Other-service,  White,  Male,  United-States, 194254
48,  Private,  HS-grad,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 144576
50,  Private,  Assoc-voc,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 46874
43,  Private,  Bachelors,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 161065
67,  ?,  HS-grad,  Widowed,  ?,  White,  Female,  United-States, 56687
58,  Private,  7th-8th,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 169365
19,  Private,  HS-grad,  Never-married,  Other-service,  White,  Female,  United-States, 137637
44,  Private,  Some-college,  Never-married,  Sales,  White,  Male,  United-States, 47663
29,  Private,  Bachelors,  Never-married,  Sales,  White,  Male,  United-States, 79721
40,  Private,  Bachelors,  Divorced,  Protective-serv,  White,  Male,  United-States, 99233
47,  Private,  Some-college,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 27668
50,  Private,  9th,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 29519
46,  Private,  Some-college,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 148683
40,  Private,  Assoc-acdm,  Divorced,  Other-service,  White,  Female,  United-States, 79316
45,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 152090
21,  Private,  Some-college,  Never-married,  Sales,  White,  Male,  United-States, 16058
31,  Private,  HS-grad,  Married-civ-spouse,  Other-service,  White,  Male,  Mexico, 182277
71,  Private,  Bachelors,  Divorced,  Tech-support,  White,  Female,  United-States, 114590
47,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 39175
33,  Private,  Masters,  Never-married,  Prof-specialty,  White,  Female,  United-States, 134778
51,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Female,  United-States, 82033
58,  Self-emp-not-inc,  Assoc-voc,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 25832
46,  Self-emp-not-inc,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 145531
49,  Self-emp-inc,  Prof-school,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 49591
25,  Private,  HS-grad,  Never-married,  Handlers-cleaners,  White,  Male,  United-States, 18550
35,  Private,  Assoc-voc,  Divorced,  Sales,  White,  Male,  United-States, 49799
36,  ?,  12th,  Never-married,  ?,  White,  Male,  United-States, 76618
38,  Federal-gov,  Some-college,  Divorced,  Exec-managerial,  White,  Female,  United-States, 15463
40,  Private,  Assoc-voc,  Married-civ-spouse,  Tech-support,  White,  Male,  United-States, 42708
27,  Private,  HS-grad,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 50159
25,  Private,  Some-college,  Never-married,  Tech-support,  White,  Female,  United-States, 196953
45,  Private,  Some-college,  Divorced,  Sales,  White,  Male,  United-States, 73766
21,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 160674
24,  Private,  Some-college,  Never-married,  Machine-op-inspct,  White,  Male,  United-States, 112500
55,  Private,  HS-grad,  Widowed,  Adm-clerical,  White,  Female,  United-States, 133204
38,  Local-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 187138
18,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  White,  Female,  United-States, 136709
38,  Private,  Assoc-voc,  Never-married,  Tech-support,  White,  Female,  United-States, 142321
21,  Private,  HS-grad,  Never-married,  Adm-clerical,  White,  Female,  United-States, 24835
31,  Private,  Some-college,  Divorced,  Craft-repair,  White,  Male,  United-States, 156797
32,  Private,  10th,  Divorced,  Other-service,  Black,  Female,  United-States, 25087
19,  Private,  Some-college,  Never-married,  Exec-managerial,  White,  Female,  United-States, 142817
23,  Private,  10th,  Married-civ-spouse,  Craft-repair,  White,  Male,  Portugal, 198874
25,  Private,  Assoc-acdm,  Married-civ-spouse,  Adm-clerical,  Asian-Pac-Islander,  Female,  India, 134979
20,  ?,  HS-grad,  Never-married,  ?,  White,  Female,  United-States, 165685
39,  State-gov,  Bachelors,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 120343
51,  Private,  Masters,  Never-married,  Prof-specialty,  White,  Male,  United-States, 97990
30,  Private,  HS-grad,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 179868
37,  Private,  HS-grad,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 51836
46,  Local-gov,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 176547
49,  Private,  7th-8th,  Married-civ-spouse,  Machine-op-inspct,  White,  Male,  United-States, 75774
31,  Private,  12th,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 113098
51,  Private,  Some-college,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 114526
36,  Private,  Masters,  Never-married,  Exec-managerial,  White,  Male,  United-States, 133798
51,  Federal-gov,  Some-college,  Married-civ-spouse,  Protective-serv,  Asian-Pac-Islander,  Male,  ?, 134884
45,  Private,  HS-grad,  Married-civ-spouse,  Prof-specialty,  Amer-Indian-Eskimo,  Male,  United-States, 198764
28,  Private,  HS-grad,  Never-married,  Transport-moving,  White,  Male,  United-States, 134556
29,  ?,  1st-4th,  Never-married,  ?,  Asian-Pac-Islander,  Male,  Philippines, 157856
32,  Private,  HS-grad,  Divorced,  Craft-repair,  White,  Male,  United-States, 36950
23,  Private,  Some-college,  Never-married,  Protective-serv,  Black,  Female,  United-States, 124790
25,  Private,  Some-college,  Never-married,  Machine-op-inspct,  White,  Female,  United-States, 103648
17,  ?,  10th,  Never-married,  ?,  Black,  Male,  United-States, 108143
22,  Private,  9th,  Never-married,  Craft-repair,  White,  Male,  United-States, 109836
42,  Private,  HS-grad,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 100668
39,  Private,  Bachelors,  Divorced,  Adm-clerical,  White,  Male,  United-States, 139541
43,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 119715
35,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  White,  Male,  United-States, 122917
39,  Self-emp-inc,  Assoc-acdm,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 84613
49,  Private,  Bachelors,  Married-civ-spouse,  Adm-clerical,  White,  Male,  United-States, 52993
20,  ?,  Some-college,  Never-married,  ?,  White,  Female,  United-States, 97517
56,  Private,  Some-college,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 49154
24,  Private,  Bachelors,  Never-married,  Adm-clerical,  White,  Female,  United-States, 98249
24,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  White,  Male,  United-States, 85452
43,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 98205
24,  ?,  HS-grad,  Married-civ-spouse,  ?,  White,  Female,  Mexico, 23523
33,  ?,  Some-college,  Never-married,  ?,  White,  Male,  United-States, 132874
21,  Private,  10th,  Married-civ-spouse,  Farming-fishing,  White,  Male,  United-States, 69263
33,  Federal-gov,  Doctorate,  Married-civ-spouse,  Prof-specialty,  White,  Male,  United-States, 56255
25,  Private,  Bachelors,  Never-married,  Prof-specialty,  White,  Male,  United-States, 156446
46,  Private,  11th,  Separated,  Machine-op-inspct,  White,  Female,  United-States, 175306
50,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 165109
21,  Private,  HS-grad,  Never-married,  Machine-op-inspct,  Black,  Male,  United-States, 103907
33,  Private,  HS-grad,  Married-civ-spouse,  Transport-moving,  White,  Male,  United-States, 88356
36,  Private,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 68950
26,  Private,  Assoc-voc,  Divorced,  Sales,  White,  Female,  United-States, 49718
38,  Self-emp-not-inc,  HS-grad,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 161824
36,  Private,  Some-college,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 93865
57,  Private,  Masters,  Married-civ-spouse,  Exec-managerial,  White,  Male,  United-States, 26941
69,  Local-gov,  Some-college,  Married-civ-spouse,  Other-service,  White,  Male,  United-States, 25842
39,  Private,  Bachelors,  Married-civ-spouse,  Sales,  White,  Male,  United-States, 131702
45,  Private,  HS-grad,  Married-civ-spouse,  Prof-specialty,  White,  Female,  United-States, 184244
39,  Private,  Assoc-voc,  Married-civ-spouse,  Craft-repair,  White,  Male,  United-States, 21728
20,  Private,  Some-college,  Never-married,  Other-service,  Asian-Pac-Islander,  Male,  United-States, 163643
52,  Private,  HS-grad,  Divorced,  Machine-op-inspct,  Black,  Male,  United-States, 102661
49,  Private,  Assoc-voc,  Married-civ-spouse,  Handlers-cleaners,  White,  Male,  United-States, 35268
30,  Private,  9th,  Never-married,  Farming-fishing,  Black,  Male,  United-States, 52945
36,  Federal-gov,  Some-college,  Separated,  Adm-clerical,  Black,  Male,  United-States, 171208
51,  Local-gov,  9th,  Separated,  Other-service,  White,  Female,  United-States, 131609
40,  Private,  11th,  Never-married,  Other-service,  White,  Male,  United-States, 129804
